"Module","D35Ctrl_222","D35Ctrl_322","D35Ctrl_323","D35GAF7_322","D35GAF7_323","D35GAG5_222","D35GAG5_322","D35GAG5_323","D35RCD5_222","D35RCD5_322","D35RCD5_323","D35RCG3_222","D35RCG3_322","D35RCG3_323","D65Ctrl_1123","D65Ctrl_222","D65Ctrl_423","D65GAF7_222","D65GAF7_423","D65GAG5_423","D65GA_1123","D65RCD5_423","D65RCG3_222","D65RCG3_423","D65RC_1123"
"Ribosome_Biogenesis",0.669336853814234,0.571132202339371,0.432751757131483,-0.501749197545352,-0.663710388388036,0.69022969411939,-0.682454582932779,-0.218840530985888,0.712464534459564,-0.616421155075535,-0.473693252474591,0.609166131683078,-0.0530486533007626,-0.481471561897874,-0.134705078120742,-0.00543925794948463,-0.391893655901458,0.0450859448045683,-0.283204315427347,-0.306182809767979,-0.0725905143186049,-0.417860530496312,0.369161382941911,-0.391563096406426,0.351858312195965
"Cytoplasmic_Translation",-0.407358186599579,0.222827801158359,-0.741415826398868,0.348707493125368,0.0521023867185613,0.0927466312745518,0.588707655108144,-0.0127064798037314,0.132308695062986,0.609409615288395,0.307633778122438,-0.150875253118194,-0.271001435220079,-0.619658828278332,0.699381551160766,-0.727130380171779,0.671650993858641,-0.71940195853025,0.375075295529243,-0.386963017857605,0.587899233729579,0.367401127444446,0.361697649629612,-0.193966085042639,-0.67990227432944
"Synaptic_Ribosomes",-0.253893511144477,0.406487200256067,-0.708493906195217,0.317406770625908,-0.151807282574248,0.264599861270525,0.553876733821605,-0.069308103084071,0.335516737279205,0.600154664473031,0.141209064597968,-0.0257012064142215,-0.202222416649036,-0.712515056914009,0.730532894469412,-0.766537748355746,0.677628301221632,-0.795900279722703,0.396432388741559,-0.388244047519728,0.561702661146606,0.276152691977562,0.311266097780353,-0.287966971908784,-0.664022179378688
"Mitochondrial_Ribosome",0.683936452589437,0.457442934827804,-0.178721862127347,-0.108263995775705,-0.529334114555457,0.670306474533446,-0.412527806072832,-0.377680110967568,0.674166973177849,-0.195962813688292,-0.419265942219556,0.549865552280713,-0.255564840170548,-0.427961206716183,-0.13271285054352,0.00918082558447181,-0.39710905279377,-0.139765818975207,-0.408264417622912,-0.530683425199654,-0.162251303051757,-0.436413691826898,0.479917432083393,-0.445784964131862,-0.284478010519021
"Mito_Ribosome_Assembly",0.470028115295523,0.510692685041002,0.31697395792733,-0.372746113598054,-0.362977870149672,0.516200308883508,-0.467470085236423,0.173310605567669,0.616249225265818,-0.385369480641321,-0.050084719268141,0.219926875462162,-0.406978226078049,-0.302593639983422,-0.188058940848059,-0.2335500966488,-0.488036571161484,-0.133447495781609,-0.248459187699784,-0.192706479831046,-0.100484195591234,-0.493879674243575,0.228201884541887,-0.386474987999619,0.327291955360842
"mtDNA_Maintenance",0.520500704619953,0.496419909660727,0.364799731954908,-0.467633727356822,-0.277408191094436,0.471979113799274,-0.315492954943719,0.280868280656688,0.56932159831272,-0.255412127982769,0.14199024832772,0.145897151854244,-0.414792177426378,-0.145325806054141,-0.255539687030703,-0.313174720024691,-0.205510243020765,-0.447822805065727,0.0550128013416517,-0.196436592629838,-0.298008950030451,-0.166705238617407,-0.184194797748406,-0.380052197596105,0.281392285146156
"OXPHOS",0.51664727003151,0.39222961513234,-0.226800903337896,0.27305634097834,-0.42504334949546,0.466095441488643,-0.313438462335839,-0.362251517912135,0.534259487231007,-0.0215464398744908,-0.35301167499307,0.269423385493569,-0.311440894794992,-0.422014782484611,0.0502693185300234,-0.124274524781576,-0.21285647850633,-0.30399870569026,-0.185983385648591,-0.304261664522014,0.0155910285007858,-0.253445952106163,0.312041387625195,-0.36259304642505,-0.0599120235034902
